GeneSymbol	Description	Organism	Chromosome	Locus	TCGA-AF-2691-01A.41	TCGA-AF-2692-01A.41	TCGA-AF-3400-01A.41	TCGA-AF-3913-01A.12	TCGA-AG-3574-01A.22	TCGA-AG-3580-01A.22	TCGA-AG-3584-01A.22	TCGA-AG-3593-01A.22	TCGA-AG-3594-01A.12	TCGA-AG-4007-01A.22	TCGA-AG-A002-01A.23	TCGA-AG-A008-01A.23	TCGA-AG-A00C-01A.23	TCGA-AG-A00H-01A.22	TCGA-AG-A00H-01A.31	TCGA-AG-A00Y-01A.12	TCGA-AG-A011-01A.32	TCGA-AG-A014-01A.12	TCGA-AG-A015-01A.51	TCGA-AG-A016-01A.23	TCGA-AG-A01J-01A.22	TCGA-AG-A01L-01A.22	TCGA-AG-A01N-01A.23	TCGA-AG-A01W-01A.23	TCGA-AG-A01Y-01A.43	TCGA-AG-A020-01A.23	TCGA-AG-A026-01A.71	TCGA-AG-A02N-01A.31	TCGA-AG-A02X-01A.32	TCGA-AG-A032-01A.31	TCGA-AG-A036-01A.22
ADPRH	ADP-ribosylarginine hydrolase	Homo sapiens	3	3q13.31-q13.33	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
ADPRHL2	ADP-ribosylhydrolase like 2	Homo sapiens	1	1p34.3	0	2	0	3	4	1	2	0	2	0	1	0	1	2	2	1	0	2	0	1	1	1	3	0	4	1	3	3	1	0	1
GRK2	adrenergic, beta, receptor kinase 1	Homo sapiens	11	11q13.1	1	3	1	2	0	0	0	0	1	1	0	2	3	1	0	2	1	1	0	0	0	2	1	2	1	2	2	1	2	0	0
ADRM1	adhesion regulating molecule 1	Homo sapiens	20	20q13.33	2	7	1	4	7	3	1	3	4	2	3	2	2	4	4	5	2	5	5	2	2	0	5	2	2	3	6	3	1	4	1
ADSL	adenylosuccinate lyase	Homo sapiens	22	22q13.2	3	4	3	3	7	6	2	5	4	9	2	6	6	7	4	4	5	9	4	7	2	4	4	5	6	0	5	3	4	3	6
ADSS2	adenylosuccinate synthase	Homo sapiens	1	1q44	0	4	6	1	15	0	0	4	0	0	1	1	0	1	2	6	1	1	0	0	0	3	4	0	2	1	1	0	0	0	0
AEBP1	AE binding protein 1	Homo sapiens	7	7p13	0	22	24	30	36	2	8	3	1	9	3	3	0	8	1	7	4	7	5	11	18	3	7	1	8	2	4	0	0	1	13
AFAP1	actin filament associated protein 1	Homo sapiens	4	4p16	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AFAP1L2	actin filament associated protein 1-like 2	Homo sapiens	10	10q25.3	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF3	AF4/FMR2 family, member 3	Homo sapiens	2	2q11.2-q12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFG3L2	AFG3-like AAA ATPase 2	Homo sapiens	18	18p11	13	11	1	6	3	9	7	5	6	6	6	5	4	6	8	17	11	8	7	5	8	6	11	5	3	1	14	9	4	4	4
AFM	afamin	Homo sapiens	4	4q13.3	1	4	24	2	0	2	1	0	0	0	2	1	0	3	0	3	0	4	0	0	3	2	3	1	3	3	0	2	0	0	3
AFTPH	aftiphilin	Homo sapiens	2	2p14	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGA	aspartylglucosaminidase	Homo sapiens	4	4q34.3	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	Homo sapiens	2	2q37	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	Homo sapiens	12	12q14.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AGFG1	ArfGAP with FG repeats 1	Homo sapiens	2	2q36.3	0	3	0	3	3	1	1	2	1	0	2	2	1	2	3	3	3	1	3	2	0	3	2	1	0	2	2	2	0	3	0
AGFG2	ArfGAP with FG repeats 2	Homo sapiens	7	7q22.1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGK	acylglycerol kinase	Homo sapiens	7	7q34	2	7	2	6	5	9	13	1	8	4	3	4	2	5	5	6	4	10	9	6	7	9	7	3	3	6	7	2	0	6	2
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	Homo sapiens	1	1p21	2	4	5	0	3	6	2	1	4	2	7	4	0	5	2	1	5	7	2	4	4	7	1	2	10	4	0	7	2	1	2
AGMAT	agmatine ureohydrolase (agmatinase)	Homo sapiens	1	1p36.21	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	4	0	1	0	0	4	0	0	2	1	1	0	0	0
AGO1	argonaute RISC catalytic component 1	Homo sapiens	1	1p34.3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AGO2	argonaute RISC catalytic component 2	Homo sapiens	8	8q24	3	5	1	3	5	2	1	0	2	4	1	4	2	3	2	5	3	2	3	3	1	7	6	2	1	1	4	3	1	1	1
AGO3	argonaute RISC catalytic component 3	Homo sapiens	1	1p34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	Homo sapiens	6	6p21.3	1	1	1	1	2	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	Homo sapiens	9	9q34.3	0	1	0	0	0	0	2	0	1	1	0	1	0	0	2	3	0	1	2	0	1	1	1	0	0	1	1	0	0	1	0
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	Homo sapiens	21	21q22.3	0	2	1	0	1	0	0	0	0	0	0	1	2	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	Homo sapiens	8	8p23.1	1	3	1	0	0	0	2	0	1	2	0	3	1	0	1	1	0	1	3	1	0	2	2	0	0	0	1	2	2	1	0
AGPS	alkylglycerone phosphate synthase	Homo sapiens	2	2q31.2	5	9	3	4	7	14	5	7	8	5	6	10	3	4	7	17	10	9	6	6	4	8	10	3	0	6	7	9	2	5	3
AGR2	anterior gradient 2	Homo sapiens	7	7p21.3	4	42	54	20	34	27	34	24	140	26	201	121	8	90	115	76	41	17	135	15	114	78	10	29	0	63	21	68	47	17	15
AGR3	anterior gradient 3	Homo sapiens	7	7p21.1	0	6	6	0	8	1	4	0	11	2	3	5	0	4	7	8	4	1	9	1	3	5	0	3	0	2	0	5	4	0	3
AGRN	agrin	Homo sapiens	1	1p36.33	3	9	2	14	1	7	6	3	4	7	8	2	4	12	9	4	7	2	7	8	13	10	6	3	3	3	8	1	3	4	13
AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	Homo sapiens	1	1q42.2	3	10	27	8	0	5	11	10	6	5	8	10	6	9	7	7	7	10	5	6	10	8	2	4	13	12	6	8	10	4	9
AHCTF1	AT hook containing transcription factor 1	Homo sapiens	1	1q44	2	3	1	2	0	1	3	2	2	3	1	1	5	1	3	6	2	2	3	3	0	1	5	1	3	3	7	5	0	1	3
AHCY	adenosylhomocysteinase	Homo sapiens	20	20q11.22	18	35	23	17	31	31	19	42	7	18	21	35	21	16	17	36	17	34	19	20	22	28	28	18	13	27	29	20	20	22	14
AHCYL1	adenosylhomocysteinase-like 1	Homo sapiens	1	1p13.2	0	0	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AHCYL2	adenosylhomocysteinase-like 2	Homo sapiens	7	7q32.1	0	1	0	1	0	0	1	0	2	0	0	2	0	0	3	1	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0
AHNAK	AHNAK nucleoprotein	Homo sapiens	11	11q12.2	52	215	70	187	570	63	132	101	165	131	79	153	120	89	236	295	106	141	161	165	253	216	114	71	378	124	109	79	102	101	195
AHNAK2	AHNAK nucleoprotein 2	Homo sapiens	14	14q32.33	0	9	0	0	41	0	1	1	0	3	0	0	0	1	0	2	1	8	0	0	7	2	0	0	41	0	0	0	0	0	5
AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	Homo sapiens	14	14q24	2	7	2	6	0	3	9	1	2	5	4	3	1	1	5	5	4	13	1	4	4	2	5	0	5	5	2	3	1	1	4
AHSG	alpha-2-HS-glycoprotein	Homo sapiens	3	3q27	3	8	21	6	0	2	5	2	4	2	3	7	3	9	5	8	6	8	3	2	14	4	1	5	6	5	3	5	1	1	5
AIDA	axin interactor, dorsalization associated	Homo sapiens	1	1q41	0	4	3	3	3	0	4	4	4	4	1	2	2	1	2	5	1	1	5	2	2	2	5	0	3	0	3	1	0	1	5
AIF1	allograft inflammatory factor 1	Homo sapiens	6	6p21.3	0	1	0	1	0	0	0	2	1	0	1	2	0	4	0	1	1	1	0	0	3	1	1	1	1	1	2	1	1	1	0
AIFM1	apoptosis-inducing factor, mitochondrion-associated, 1	Homo sapiens	X	Xq26.1	20	37	19	25	17	24	38	23	35	29	21	21	32	18	38	32	27	44	26	18	27	21	44	17	14	19	39	20	6	14	17
AIFM2	apoptosis-inducing factor, mitochondrion-associated, 2	Homo sapiens	10	10q22.1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYBG1	absent in melanoma 1	Homo sapiens	6	6q21	1	3	0	0	3	10	0	7	5	3	0	4	13	2	13	9	0	0	10	4	0	0	0	3	0	0	6	3	3	5	4
AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	Homo sapiens	4	4q24	15	14	9	12	16	9	12	11	15	7	10	11	6	8	13	12	11	18	14	12	9	9	8	5	4	9	17	9	3	8	7
AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	Homo sapiens	7	7p22	5	8	1	7	10	8	6	7	7	3	4	3	2	3	7	7	6	7	10	2	7	4	7	4	3	4	8	4	3	2	2
AIP	aryl hydrocarbon receptor interacting protein	Homo sapiens	11	11q13.3	5	5	2	1	3	0	8	7	7	5	1	0	6	3	6	8	5	4	4	8	4	6	7	3	7	4	5	3	1	1	7
AK1	adenylate kinase 1	Homo sapiens	9	9q34.1	3	19	10	12	14	7	11	16	18	4	12	16	5	7	7	7	5	11	12	9	10	7	4	8	21	22	12	3	10	16	9
AK2	adenylate kinase 2	Homo sapiens	1	1p34	24	42	26	30	28	26	23	38	37	33	25	18	34	31	29	35	25	40	30	26	26	24	24	20	19	17	31	27	19	17	23
AK3	adenylate kinase 3	Homo sapiens	9	9p24.1	9	13	11	18	10	10	17	17	15	11	5	11	11	10	22	23	17	17	17	13	15	17	21	9	11	8	26	7	11	14	15
AK4	adenylate kinase 4	Homo sapiens	1	1p31.3	2	6	1	6	0	7	2	3	2	6	4	3	6	2	5	5	8	6	0	7	6	1	10	3	7	5	0	7	1	1	4
AKAP1	A kinase (PRKA) anchor protein 1	Homo sapiens	17	17q22	3	2	0	1	1	2	3	1	0	1	0	0	3	0	2	2	1	5	0	1	0	0	7	0	0	1	2	3	2	0	0
AKAP12	A kinase (PRKA) anchor protein 12	Homo sapiens	6	6q24-q25	0	18	2	10	37	0	6	3	2	3	2	1	2	3	5	4	3	3	0	3	13	6	3	3	36	1	4	0	2	0	25
AKAP13	A kinase (PRKA) anchor protein 13	Homo sapiens	15	15q24-q25	0	0	0	0	2	0	0	1	0	0	2	0	0	1	1	1	1	0	0	0	0	0	1	3	0	2	1	2	0	0	1
AKAP2	A kinase (PRKA) anchor protein 2	Homo sapiens	9	9q31.3	1	6	0	3	9	0	0	0	0	2	0	0	1	0	2	1	0	0	0	2	0	0	1	0	4	0	0	0	1	0	2
AKAP8	A kinase (PRKA) anchor protein 8	Homo sapiens	19	19p13.1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
AKAP8L	A kinase (PRKA) anchor protein 8-like	Homo sapiens	19	19p13.12	1	1	0	0	0	1	2	2	1	1	1	0	0	0	1	2	0	0	0	1	1	1	3	0	0	2	2	0	0	2	0
AKAP9	A kinase (PRKA) anchor protein 9	Homo sapiens	7	7q21-q22	0	1	0	1	0	1	1	0	1	2	2	1	2	1	0	1	0	0	1	2	0	1	0	1	0	2	1	0	2	0	0
AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	Homo sapiens	1	1p33-p32	17	29	27	14	16	20	21	25	35	22	12	21	24	29	21	26	24	33	36	23	22	22	17	20	30	8	12	22	13	13	17
AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	Homo sapiens	7	7q35	0	4	3	4	5	0	1	2	5	4	1	1	1	4	1	3	8	8	2	1	4	3	7	0	9	0	1	4	0	1	3
AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	Homo sapiens	7	7q33	0	0	0	0	1	0	2	0	1	1	0	0	1	1	4	3	2	0	6	1	3	10	1	1	0	0	0	1	1	1	0
AKR1C1	aldo-keto reductase family 1, member C1	Homo sapiens	10	10p15-p14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
AKR1C3	aldo-keto reductase family 1, member C3	Homo sapiens	10	10p15-p14	1	2	0	0	0	3	0	0	2	4	0	2	0	0	0	0	3	17	0	1	0	4	0	2	0	0	0	0	2	4	0
AKR1C4	aldo-keto reductase family 1, member C4	Homo sapiens	10	10p15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	Homo sapiens	1	1p36.13	2	9	2	7	7	6	8	9	10	6	5	7	5	7	11	7	11	10	10	6	7	10	12	5	6	7	8	5	5	6	5
AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	Homo sapiens	1	1p36.13	0	0	3	0	7	2	2	1	4	3	7	4	2	2	5	1	2	7	2	4	5	4	3	3	0	3	2	3	0	3	2
ALAD	aminolevulinate dehydratase	Homo sapiens	9	9q33.1	3	6	3	1	1	2	4	2	2	3	2	3	2	3	3	3	4	1	4	2	3	2	6	3	6	3	2	1	3	3	4
ALB	albumin	Homo sapiens	4	4q13.3	228	729	2526	893	303	941	583	757	841	261	697	1053	346	1012	634	1394	620	849	723	364	2205	815	693	393	869	851	560	514	482	472	597
ALCAM	activated leukocyte cell adhesion molecule	Homo sapiens	3	3q13.1	0	2	0	1	14	0	1	2	0	0	2	1	1	1	0	1	1	0	2	1	0	3	1	0	1	0	1	0	0	0	1
ALDH16A1	aldehyde dehydrogenase 16 family, member A1	Homo sapiens	19	19q13.33	6	8	7	2	2	10	4	1	9	5	5	6	2	6	2	4	5	8	2	3	4	5	5	3	5	1	4	3	2	4	4
ALDH18A1	aldehyde dehydrogenase 18 family, member A1	Homo sapiens	10	10q24.3	48	49	20	38	36	43	34	37	36	28	22	23	33	17	42	40	25	52	42	31	27	23	29	17	5	16	47	33	11	25	22
ALDH1A1	aldehyde dehydrogenase 1 family, member A1	Homo sapiens	9	9q21.13	2	26	67	27	1	73	10	16	46	15	3	47	8	27	9	11	17	76	37	34	34	23	6	16	94	10	10	44	13	7	16
ALDH1A2	aldehyde dehydrogenase 1 family, member A2	Homo sapiens	15	15q21.3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDH1A3	aldehyde dehydrogenase 1 family, member A3	Homo sapiens	15	15q26.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	3	0	1	0	0	0	0	0	5
ALDH1B1	aldehyde dehydrogenase 1 family, member B1	Homo sapiens	9	9p11.1	22	56	34	78	10	15	59	55	20	27	13	34	29	23	27	31	20	23	55	33	25	23	81	24	45	25	49	16	18	35	40
ALDH1L1	aldehyde dehydrogenase 1 family, member L1	Homo sapiens	3	3q21.3	0	0	3	0	0	0	0	1	0	0	6	4	0	0	0	0	1	1	2	0	0	0	0	2	0	0	1	6	0	0	3
ALDH1L2	aldehyde dehydrogenase 1 family, member L2	Homo sapiens	12	12q23.3	0	3	0	1	3	0	1	0	2	3	1	0	0	1	1	2	1	2	0	3	1	1	0	1	0	0	0	2	0	0	2
ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	Homo sapiens	12	12q24.2	53	87	34	91	49	73	86	128	149	58	41	95	59	72	144	122	82	58	154	62	59	80	111	57	40	46	91	45	44	77	56
ALDH3A1	aldehyde dehydrogenase 3 family, member A1	Homo sapiens	17	17p11.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH3A2	aldehyde dehydrogenase 3 family, member A2	Homo sapiens	17	17p11.2	11	7	0	5	2	7	3	2	9	4	7	9	3	6	7	8	6	8	6	5	7	6	2	0	7	7	4	9	4	4	4
ALDH3B1	aldehyde dehydrogenase 3 family, member B1	Homo sapiens	11	11q13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	aldehyde dehydrogenase 4 family, member A1	Homo sapiens	1	1p36	24	3	1	4	2	9	3	7	3	4	6	1	8	6	8	5	3	15	10	14	4	9	7	4	0	1	7	5	1	2	5
ALDH5A1	aldehyde dehydrogenase 5 family, member A1	Homo sapiens	6	6p22	11	2	0	5	5	5	8	4	5	13	9	3	4	10	12	11	8	9	7	10	13	2	20	10	2	2	15	6	3	9	11
ALDH6A1	aldehyde dehydrogenase 6 family, member A1	Homo sapiens	14	14q24.3	3	10	7	7	5	2	14	7	16	10	10	16	5	13	12	14	13	12	12	7	12	9	13	5	6	5	6	7	4	4	6
ALDH7A1	aldehyde dehydrogenase 7 family, member A1	Homo sapiens	5	5q31	6	21	11	9	23	11	8	34	13	6	8	24	4	20	28	45	22	21	29	7	14	24	42	12	14	8	25	7	10	11	14
ALDH9A1	aldehyde dehydrogenase 9 family, member A1	Homo sapiens	1	1q23.1	8	25	22	19	26	13	26	22	25	13	18	12	13	16	24	30	21	22	37	13	26	19	36	13	17	18	23	17	8	13	14
ALDOA	aldolase A, fructose-bisphosphate	Homo sapiens	16	16p11.2	63	138	94	151	122	82	114	114	115	58	112	129	62	99	110	110	94	95	148	63	91	115	128	63	102	73	70	98	44	97	79
ALDOB	aldolase B, fructose-bisphosphate	Homo sapiens	9	9q21.3-q22.2	6	0	0	0	0	3	0	0	24	2	12	0	5	7	11	1	6	1	2	4	0	1	5	0	0	4	0	3	3	2	1
ALDOC	aldolase C, fructose-bisphosphate	Homo sapiens	17	17cen-q12	1	7	7	5	2	0	6	8	6	7	3	4	4	5	7	9	6	8	5	7	5	5	3	3	4	3	7	11	3	4	6
ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	Homo sapiens	16	16p13.3	0	1	1	0	0	1	0	0	0	1	0	0	1	3	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0
ALG11	ALG11, alpha-1,2-mannosyltransferase	Homo sapiens	13	13q14.2	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	2	0	1	2	0	0	1	0	0	0	1	1	0	0	1	0
ALG12	ALG12, alpha-1,6-mannosyltransferase	Homo sapiens	22	22q13.33	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALG2	ALG2, alpha-1,3/1,6-mannosyltransferase	Homo sapiens	9	9q22.33	3	4	1	2	2	3	3	0	5	3	1	6	3	3	2	4	0	1	2	4	1	2	0	2	0	4	1	1	2	2	2
ALG3	ALG3, alpha-1,3- mannosyltransferase	Homo sapiens	3	3q27.1	1	2	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0
ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase	Homo sapiens	13	13q13.3	5	4	1	0	0	1	2	0	1	3	2	4	2	1	3	6	2	3	3	0	0	5	2	1	2	1	1	1	2	1	0
ALG8	ALG8, alpha-1,3-glucosyltransferase	Homo sapiens	11	11q14.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0
ALK	anaplastic lymphoma receptor tyrosine kinase	Homo sapiens	2	2p23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX15	arachidonate 15-lipoxygenase	Homo sapiens	17	17p13.3	0	0	0	0	0	0	0	1	8	0	1	0	0	2	0	2	4	4	0	0	3	1	0	3	0	0	0	1	0	0	1
ALOX5	arachidonate 5-lipoxygenase	Homo sapiens	10	10q11.2	0	3	6	2	0	1	1	1	5	1	1	0	0	7	2	4	1	0	0	0	3	0	2	1	2	0	0	2	0	1	3
ALPK1	alpha-kinase 1	Homo sapiens	4	4q25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ALPK3	alpha-kinase 3	Homo sapiens	15	15q25.2	0	1	0	0	0	1	0	0	0	0	3	1	0	3	3	1	0	0	2	0	3	0	1	1	0	0	1	0	1	2	0
ALYREF	Aly/REF export factor	Homo sapiens	17	17q25.3	9	13	5	15	6	10	19	17	12	6	9	20	6	6	13	13	8	16	15	7	8	10	11	9	9	19	20	20	8	9	4
AMACR	alpha-methylacyl-CoA racemase	Homo sapiens	5	5p13	1	7	0	7	0	2	7	16	1	13	0	1	6	2	4	11	5	0	13	2	0	0	7	4	0	0	11	0	0	0	2
AMBP	alpha-1-microglobulin/bikunin precursor	Homo sapiens	9	9q32-q33	2	9	20	9	0	3	5	2	6	3	3	9	3	3	3	10	3	4	4	2	9	4	2	4	10	2	3	4	2	0	7
AMDHD2	amidohydrolase domain containing 2	Homo sapiens	16	16p13.3	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMOT	angiomotin	Homo sapiens	X	Xq23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMPD2	adenosine monophosphate deaminase 2	Homo sapiens	1	1p13.3	0	2	1	1	2	0	0	0	0	1	2	1	1	1	0	0	1	4	1	1	1	0	1	0	1	0	1	0	1	0	2
AMPD3	adenosine monophosphate deaminase 3	Homo sapiens	11	11p15	0	2	3	0	0	0	0	0	0	2	0	1	0	2	0	0	4	3	0	0	1	1	0	0	2	1	0	0	0	0	2
AMT	aminomethyltransferase	Homo sapiens	3	3p21.2-p21.1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
ANAPC1	anaphase promoting complex subunit 1	Homo sapiens	2	2q12.1	0	2	0	2	0	2	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	2	1	0	1	1
ANAPC4	anaphase promoting complex subunit 4	Homo sapiens	4	4p15.2	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ANAPC7	anaphase promoting complex subunit 7	Homo sapiens	12	12q24.11	0	2	0	0	2	1	1	1	0	1	0	0	0	0	1	2	1	0	0	0	0	0	2	1	0	1	0	0	0	1	0
ANG	angiogenin, ribonuclease, RNase A family, 5	Homo sapiens	14	14q11.1-q11.2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL2	angiopoietin-like 2	Homo sapiens	9	9q34	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1
ANK1	ankyrin 1, erythrocytic	Homo sapiens	8	8p11.1	9	0	7	0	0	4	0	2	1	0	5	1	0	0	2	0	0	0	0	0	0	0	0	7	0	1	0	2	4	0	0
ANK2	ankyrin 2, neuronal	Homo sapiens	4	4q25-q27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0
ANK3	ankyrin 3, node of Ranvier (ankyrin G)	Homo sapiens	10	10q21	4	1	0	1	0	1	3	1	0	0	3	0	2	0	3	1	1	3	3	3	2	1	5	0	0	1	8	1	0	0	3
ANKFY1	ankyrin repeat and FYVE domain containing 1	Homo sapiens	17	17p13.3	0	5	2	3	3	7	4	2	6	6	1	4	1	5	2	4	6	2	1	4	6	3	4	3	1	0	2	2	1	0	4
ANKHD1	ankyrin repeat and KH domain containing 1	Homo sapiens	5	5q31.3	3	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
ANKRD12	ankyrin repeat domain 12	Homo sapiens	18	18p11.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
ANKRD13A	ankyrin repeat domain 13A	Homo sapiens	12	12q24.11	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ANKRD17	ankyrin repeat domain 17	Homo sapiens	4	4q13.3	1	1	0	0	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
ANKRD22	ankyrin repeat domain 22	Homo sapiens	10	10q23.31	2	4	1	0	0	4	2	1	3	1	0	0	4	0	1	1	1	1	4	3	0	2	0	0	0	0	3	4	0	2	3
ANKRD28	ankyrin repeat domain 28	Homo sapiens	3	3p25.1	2	3	2	1	1	1	1	4	2	0	2	1	0	1	1	4	1	0	2	2	1	0	1	1	0	1	1	1	0	0	0
ANKRD44	ankyrin repeat domain 44	Homo sapiens	2	2q33.1	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	Homo sapiens	6	6p21.31	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0
ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	Homo sapiens	16	16p12.2	0	1	0	0	0	0	1	0	2	0	0	3	0	0	2	3	0	1	6	0	0	0	6	0	0	2	0	0	1	2	0
ANKZF1	ankyrin repeat and zinc finger domain containing 1	Homo sapiens	2	2q35	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
ANO10	anoctamin 10	Homo sapiens	3	3p22.1	1	0	1	0	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	0	2	0	0	1	0	0	1	0	1	1
ANO6	anoctamin 6	Homo sapiens	12	12q12	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1
